household_type_id,ami_percentile,age_group,year,total_hh
More than one adult with no children,540,45-64,2014,735
More than one adult with no children,540,45-64,2015,286
More than one adult with no children,540,45-64,2016,278
More than one adult with no children,540,45-64,2017,330
More than one adult with no children,540,45-64,2018,555
More than one adult with no children,540,45-64,2019,378
More than one adult with no children,540,45-64,2021,495
More than one adult with no children,540,45-64,2022,372
More than one adult with no children,540,45-64,2023,149
More than one adult with no children,540,65 and over,2000,171
More than one adult with no children,540,65 and over,2001,NA
More than one adult with no children,540,65 and over,2002,NA
More than one adult with no children,540,65 and over,2003,NA
More than one adult with no children,540,65 and over,2004,171
More than one adult with no children,540,65 and over,2005,NA
More than one adult with no children,540,65 and over,2006,25
More than one adult with no children,540,65 and over,2007,85
More than one adult with no children,540,65 and over,2008,148
More than one adult with no children,540,65 and over,2009,75
More than one adult with no children,540,65 and over,2010,93
More than one adult with no children,540,65 and over,2011,183
More than one adult with no children,540,65 and over,2012,213
More than one adult with no children,540,65 and over,2013,72
More than one adult with no children,540,65 and over,2014,129
More than one adult with no children,540,65 and over,2015,415
More than one adult with no children,540,65 and over,2016,114
More than one adult with no children,540,65 and over,2017,98
More than one adult with no children,540,65 and over,2018,134
More than one adult with no children,540,65 and over,2019,412
More than one adult with no children,540,65 and over,2021,615
More than one adult with no children,540,65 and over,2022,126
More than one adult with no children,540,65 and over,2023,193
One adult with children,540,65 and over,2000,NA
One adult with children,540,65 and over,2001,NA
One adult with children,540,65 and over,2002,NA
One adult with children,540,65 and over,2003,NA
One adult with children,540,65 and over,2004,NA
One adult with children,540,65 and over,2005,NA
One adult with children,540,65 and over,2006,NA
One adult with children,540,65 and over,2007,NA
One adult with children,540,65 and over,2008,NA
One adult with children,540,65 and over,2009,NA
One adult with children,540,65 and over,2010,NA
One adult with children,540,65 and over,2011,NA
One adult with children,540,65 and over,2012,NA
One adult with children,540,65 and over,2013,NA
One adult with children,540,65 and over,2014,NA
One adult with children,540,65 and over,2015,NA
One adult with children,540,65 and over,2016,23
One adult with children,540,65 and over,2017,NA
One adult with children,540,65 and over,2018,NA
One adult with children,540,65 and over,2019,33
One adult with children,540,65 and over,2021,NA
One adult with children,540,65 and over,2022,NA
One adult with children,540,65 and over,2023,NA
One adult with no children	,540,45-64,2000,15
One adult with no children	,540,45-64,2001,203
One adult with no children	,540,45-64,2002,NA
One adult with no children	,540,45-64,2003,NA
One adult with no children	,540,45-64,2004,NA
One adult with no children	,540,45-64,2005,NA
One adult with no children	,540,45-64,2006,NA
One adult with no children	,540,45-64,2007,NA
One adult with no children	,540,45-64,2008,NA
One adult with no children	,540,45-64,2009,NA
One adult with no children	,540,45-64,2010,178
One adult with no children	,540,45-64,2011,95
One adult with no children	,540,45-64,2012,NA
One adult with no children	,540,45-64,2013,616
One adult with no children	,540,45-64,2014,NA
One adult with no children	,540,45-64,2015,44
One adult with no children	,540,45-64,2016,NA
One adult with no children	,540,45-64,2017,NA
One adult with no children	,540,45-64,2018,NA
One adult with no children	,540,45-64,2019,NA
One adult with no children	,540,45-64,2021,NA
One adult with no children	,540,45-64,2022,NA
One adult with no children	,540,45-64,2023,128
One adult with no children	,540,65 and over,2000,NA
One adult with no children	,540,65 and over,2001,NA
One adult with no children	,540,65 and over,2002,NA
One adult with no children	,540,65 and over,2003,NA
One adult with no children	,540,65 and over,2004,NA
One adult with no children	,540,65 and over,2005,NA
One adult with no children	,540,65 and over,2006,NA
One adult with no children	,540,65 and over,2007,NA
One adult with no children	,540,65 and over,2008,376
One adult with no children	,540,65 and over,2009,NA
One adult with no children	,540,65 and over,2010,NA
One adult with no children	,540,65 and over,2011,57
One adult with no children	,540,65 and over,2012,157
One adult with no children	,540,65 and over,2013,NA
One adult with no children	,540,65 and over,2014,563
One adult with no children	,540,65 and over,2015,NA
One adult with no children	,540,65 and over,2016,NA
One adult with no children	,540,65 and over,2017,NA
One adult with no children	,540,65 and over,2018,100
One adult with no children	,540,65 and over,2019,47
One adult with no children	,540,65 and over,2021,74
One adult with no children	,540,65 and over,2022,204
One adult with no children	,540,65 and over,2023,53
More than one adult with children,550,25-44,2000,297
More than one adult with children,550,25-44,2001,NA
More than one adult with children,550,25-44,2002,413
More than one adult with children,550,25-44,2003,202
More than one adult with children,550,25-44,2004,NA
More than one adult with children,550,25-44,2005,89
More than one adult with children,550,25-44,2006,177
More than one adult with children,550,25-44,2007,239
More than one adult with children,550,25-44,2008,66
More than one adult with children,550,25-44,2009,NA
More than one adult with children,550,25-44,2010,200
More than one adult with children,550,25-44,2011,827
More than one adult with children,550,25-44,2012,215
More than one adult with children,550,25-44,2013,234
More than one adult with children,550,25-44,2014,181
More than one adult with children,550,25-44,2015,NA
More than one adult with children,550,25-44,2016,306
More than one adult with children,550,25-44,2017,352
More than one adult with children,550,25-44,2018,117
More than one adult with children,550,25-44,2019,263
More than one adult with children,550,25-44,2021,1050
More than one adult with children,550,25-44,2022,246
More than one adult with children,550,25-44,2023,279
More than one adult with children,550,45-64,2000,147
More than one adult with children,550,45-64,2001,NA
More than one adult with children,550,45-64,2002,NA
More than one adult with children,550,45-64,2003,429
More than one adult with children,550,45-64,2004,594
More than one adult with children,550,45-64,2005,297
More than one adult with children,550,45-64,2006,304
More than one adult with children,550,45-64,2007,254
More than one adult with children,550,45-64,2008,136
More than one adult with children,550,45-64,2009,199
More than one adult with children,550,45-64,2010,NA
More than one adult with children,550,45-64,2011,1132
More than one adult with children,550,45-64,2012,210
More than one adult with children,550,45-64,2013,141
More than one adult with children,550,45-64,2014,NA
More than one adult with children,550,45-64,2015,141
More than one adult with children,550,45-64,2016,111
More than one adult with children,550,45-64,2017,170
More than one adult with children,550,45-64,2018,94
More than one adult with children,550,45-64,2019,342
More than one adult with children,550,45-64,2021,1212
More than one adult with children,550,45-64,2022,395
More than one adult with children,550,45-64,2023,326
More than one adult with children,550,65 and over,2000,NA
More than one adult with children,550,65 and over,2001,NA
More than one adult with children,550,65 and over,2002,NA
More than one adult with children,550,65 and over,2003,NA
More than one adult with children,550,65 and over,2004,NA
More than one adult with children,550,65 and over,2005,NA
More than one adult with children,550,65 and over,2006,NA
More than one adult with children,550,65 and over,2007,NA
More than one adult with children,550,65 and over,2008,NA
More than one adult with children,550,65 and over,2009,NA
More than one adult with children,550,65 and over,2010,NA
More than one adult with children,550,65 and over,2011,NA
More than one adult with children,550,65 and over,2012,NA
More than one adult with children,550,65 and over,2013,NA
More than one adult with children,550,65 and over,2014,NA
More than one adult with children,550,65 and over,2015,NA
More than one adult with children,550,65 and over,2016,NA
More than one adult with children,550,65 and over,2017,NA
More than one adult with children,550,65 and over,2018,67
More than one adult with children,550,65 and over,2019,88
More than one adult with children,550,65 and over,2021,NA
More than one adult with children,550,65 and over,2022,NA
More than one adult with children,550,65 and over,2023,53
More than one adult with no children,550,18-24,2000,9
More than one adult with no children,550,18-24,2001,NA
More than one adult with no children,550,18-24,2002,NA
More than one adult with no children,550,18-24,2003,NA
More than one adult with no children,550,18-24,2004,NA
More than one adult with no children,550,18-24,2005,NA
More than one adult with no children,550,18-24,2006,NA
More than one adult with no children,550,18-24,2007,NA
More than one adult with no children,550,18-24,2008,NA
More than one adult with no children,550,18-24,2009,NA
More than one adult with no children,550,18-24,2010,NA
More than one adult with no children,550,18-24,2011,NA
More than one adult with no children,550,18-24,2012,NA
More than one adult with no children,550,18-24,2013,NA
More than one adult with no children,550,18-24,2014,NA
More than one adult with no children,550,18-24,2015,NA
More than one adult with no children,550,18-24,2016,NA
More than one adult with no children,550,18-24,2017,NA
More than one adult with no children,550,18-24,2018,NA
More than one adult with no children,550,18-24,2019,117
More than one adult with no children,550,18-24,2021,NA
More than one adult with no children,550,18-24,2022,NA
More than one adult with no children,550,18-24,2023,NA
More than one adult with no children,550,25-44,2000,42
More than one adult with no children,550,25-44,2001,NA
More than one adult with no children,550,25-44,2002,NA
More than one adult with no children,550,25-44,2003,NA
More than one adult with no children,550,25-44,2004,594
More than one adult with no children,550,25-44,2005,76
More than one adult with no children,550,25-44,2006,192
More than one adult with no children,550,25-44,2007,NA
More than one adult with no children,550,25-44,2008,36
More than one adult with no children,550,25-44,2009,NA
More than one adult with no children,550,25-44,2010,NA
More than one adult with no children,550,25-44,2011,72
More than one adult with no children,550,25-44,2012,NA
More than one adult with no children,550,25-44,2013,NA
More than one adult with no children,550,25-44,2014,NA
More than one adult with no children,550,25-44,2015,114
More than one adult with no children,550,25-44,2016,63
More than one adult with no children,550,25-44,2017,NA
More than one adult with no children,550,25-44,2018,NA
More than one adult with no children,550,25-44,2019,NA
More than one adult with no children,550,25-44,2021,NA
More than one adult with no children,550,25-44,2022,96
More than one adult with no children,550,25-44,2023,59
More than one adult with no children,550,45-64,2000,6
More than one adult with no children,550,45-64,2001,170
More than one adult with no children,550,45-64,2002,476
More than one adult with no children,550,45-64,2003,NA
More than one adult with no children,550,45-64,2004,780
More than one adult with no children,550,45-64,2005,284
More than one adult with no children,550,45-64,2006,146
More than one adult with no children,550,45-64,2007,167
More than one adult with no children,550,45-64,2008,258
More than one adult with no children,550,45-64,2009,784
More than one adult with no children,550,45-64,2010,194
More than one adult with no children,550,45-64,2011,697
More than one adult with no children,550,45-64,2012,374
More than one adult with no children,550,45-64,2013,321
More than one adult with no children,550,45-64,2014,260
More than one adult with no children,550,45-64,2015,704
More than one adult with no children,550,45-64,2016,329
More than one adult with no children,550,45-64,2017,485
More than one adult with no children,550,45-64,2018,482
More than one adult with no children,550,45-64,2019,307
More than one adult with no children,550,45-64,2021,301
More than one adult with no children,550,45-64,2022,54
More than one adult with no children,550,45-64,2023,321
More than one adult with no children,550,65 and over,2000,114
More than one adult with no children,550,65 and over,2001,196
More than one adult with no children,550,65 and over,2002,NA
More than one adult with no children,550,65 and over,2003,NA
More than one adult with no children,550,65 and over,2004,NA
More than one adult with no children,550,65 and over,2005,NA
More than one adult with no children,550,65 and over,2006,NA
More than one adult with no children,550,65 and over,2007,275
More than one adult with no children,550,65 and over,2008,227
More than one adult with no children,550,65 and over,2009,305
More than one adult with no children,550,65 and over,2010,20
More than one adult with no children,550,65 and over,2011,177
More than one adult with no children,550,65 and over,2012,157
More than one adult with no children,550,65 and over,2013,307
More than one adult with no children,550,65 and over,2014,88
More than one adult with no children,550,65 and over,2015,154
More than one adult with no children,550,65 and over,2016,186
More than one adult with no children,550,65 and over,2017,115
More than one adult with no children,550,65 and over,2018,213
More than one adult with no children,550,65 and over,2019,261
More than one adult with no children,550,65 and over,2021,51
More than one adult with no children,550,65 and over,2022,218
More than one adult with no children,550,65 and over,2023,215
One adult with children,550,45-64,2000,24
One adult with children,550,45-64,2001,NA
One adult with children,550,45-64,2002,205
One adult with children,550,45-64,2003,NA
One adult with children,550,45-64,2004,NA
One adult with children,550,45-64,2005,NA
One adult with children,550,45-64,2006,NA
One adult with children,550,45-64,2007,24
One adult with children,550,45-64,2008,NA
One adult with children,550,45-64,2009,NA
One adult with children,550,45-64,2010,NA
One adult with children,550,45-64,2011,NA
One adult with children,550,45-64,2012,NA
One adult with children,550,45-64,2013,NA
One adult with children,550,45-64,2014,NA
One adult with children,550,45-64,2015,NA
One adult with children,550,45-64,2016,NA
One adult with children,550,45-64,2017,NA
One adult with children,550,45-64,2018,NA
One adult with children,550,45-64,2019,75
One adult with children,550,45-64,2021,166
One adult with children,550,45-64,2022,NA
One adult with children,550,45-64,2023,NA
One adult with children,550,65 and over,2000,NA
One adult with children,550,65 and over,2001,NA
One adult with children,550,65 and over,2002,NA
One adult with children,550,65 and over,2003,NA
One adult with children,550,65 and over,2004,NA
One adult with children,550,65 and over,2005,NA
One adult with children,550,65 and over,2006,NA
One adult with children,550,65 and over,2007,NA
One adult with children,550,65 and over,2008,NA
One adult with children,550,65 and over,2009,NA
One adult with children,550,65 and over,2010,NA
One adult with children,550,65 and over,2011,NA
One adult with children,550,65 and over,2012,NA
One adult with children,550,65 and over,2013,NA
One adult with children,550,65 and over,2014,NA
One adult with children,550,65 and over,2015,NA
One adult with children,550,65 and over,2016,NA
One adult with children,550,65 and over,2017,NA
One adult with children,550,65 and over,2018,58
One adult with children,550,65 and over,2019,NA
One adult with children,550,65 and over,2021,NA
One adult with children,550,65 and over,2022,NA
One adult with children,550,65 and over,2023,NA
One adult with no children	,550,18-24,2000,NA
One adult with no children	,550,18-24,2001,NA
One adult with no children	,550,18-24,2002,NA
One adult with no children	,550,18-24,2003,NA
One adult with no children	,550,18-24,2004,NA
One adult with no children	,550,18-24,2005,NA
One adult with no children	,550,18-24,2006,NA
One adult with no children	,550,18-24,2007,NA
One adult with no children	,550,18-24,2008,NA
One adult with no children	,550,18-24,2009,NA
One adult with no children	,550,18-24,2010,NA
One adult with no children	,550,18-24,2011,NA
One adult with no children	,550,18-24,2012,NA
One adult with no children	,550,18-24,2013,NA
One adult with no children	,550,18-24,2014,NA
One adult with no children	,550,18-24,2015,NA
One adult with no children	,550,18-24,2016,NA
One adult with no children	,550,18-24,2017,NA
One adult with no children	,550,18-24,2018,NA
One adult with no children	,550,18-24,2019,39
One adult with no children	,550,18-24,2021,NA
One adult with no children	,550,18-24,2022,NA
One adult with no children	,550,18-24,2023,NA
One adult with no children	,550,25-44,2000,236
One adult with no children	,550,25-44,2001,NA
One adult with no children	,550,25-44,2002,NA
One adult with no children	,550,25-44,2003,NA
One adult with no children	,550,25-44,2004,NA
One adult with no children	,550,25-44,2005,NA
One adult with no children	,550,25-44,2006,NA
One adult with no children	,550,25-44,2007,106
One adult with no children	,550,25-44,2008,NA
One adult with no children	,550,25-44,2009,88
One adult with no children	,550,25-44,2010,NA
One adult with no children	,550,25-44,2011,113
One adult with no children	,550,25-44,2012,84
One adult with no children	,550,25-44,2013,63
One adult with no children	,550,25-44,2014,NA
One adult with no children	,550,25-44,2015,NA
One adult with no children	,550,25-44,2016,NA
One adult with no children	,550,25-44,2017,NA
One adult with no children	,550,25-44,2018,NA
One adult with no children	,550,25-44,2019,60
One adult with no children	,550,25-44,2021,131
One adult with no children	,550,25-44,2022,NA
One adult with no children	,550,25-44,2023,59
One adult with no children	,550,45-64,2000,135
One adult with no children	,550,45-64,2001,256
One adult with no children	,550,45-64,2002,226
One adult with no children	,550,45-64,2003,NA
One adult with no children	,550,45-64,2004,366
One adult with no children	,550,45-64,2005,NA
One adult with no children	,550,45-64,2006,113
One adult with no children	,550,45-64,2007,488
One adult with no children	,550,45-64,2008,73
One adult with no children	,550,45-64,2009,64
One adult with no children	,550,45-64,2010,NA
One adult with no children	,550,45-64,2011,NA
One adult with no children	,550,45-64,2012,NA
One adult with no children	,550,45-64,2013,NA
One adult with no children	,550,45-64,2014,NA
One adult with no children	,550,45-64,2015,NA
One adult with no children	,550,45-64,2016,116
One adult with no children	,550,45-64,2017,101
One adult with no children	,550,45-64,2018,NA
One adult with no children	,550,45-64,2019,852
One adult with no children	,550,45-64,2021,67
One adult with no children	,550,45-64,2022,NA
One adult with no children	,550,45-64,2023,NA
One adult with no children	,550,65 and over,2000,6
One adult with no children	,550,65 and over,2001,NA
One adult with no children	,550,65 and over,2002,NA
One adult with no children	,550,65 and over,2003,NA
One adult with no children	,550,65 and over,2004,NA
One adult with no children	,550,65 and over,2005,NA
One adult with no children	,550,65 and over,2006,163
One adult with no children	,550,65 and over,2007,NA
One adult with no children	,550,65 and over,2008,127
One adult with no children	,550,65 and over,2009,NA
One adult with no children	,550,65 and over,2010,113
One adult with no children	,550,65 and over,2011,274
One adult with no children	,550,65 and over,2012,NA
One adult with no children	,550,65 and over,2013,NA
One adult with no children	,550,65 and over,2014,222
One adult with no children	,550,65 and over,2015,152
One adult with no children	,550,65 and over,2016,184
One adult with no children	,550,65 and over,2017,NA
One adult with no children	,550,65 and over,2018,66
One adult with no children	,550,65 and over,2019,255
One adult with no children	,550,65 and over,2021,367
One adult with no children	,550,65 and over,2022,242
One adult with no children	,550,65 and over,2023,183
More than one adult with children,560,18-24,2000,9
More than one adult with children,560,18-24,2001,NA
More than one adult with children,560,18-24,2002,NA
More than one adult with children,560,18-24,2003,NA
More than one adult with children,560,18-24,2004,NA
More than one adult with children,560,18-24,2005,NA
More than one adult with children,560,18-24,2006,NA
More than one adult with children,560,18-24,2007,NA
More than one adult with children,560,18-24,2008,NA
More than one adult with children,560,18-24,2009,NA
More than one adult with children,560,18-24,2010,NA
More than one adult with children,560,18-24,2011,NA
More than one adult with children,560,18-24,2012,NA
More than one adult with children,560,18-24,2013,NA
More than one adult with children,560,18-24,2014,113
More than one adult with children,560,18-24,2015,NA
More than one adult with children,560,18-24,2016,NA
More than one adult with children,560,18-24,2017,NA
More than one adult with children,560,18-24,2018,NA
More than one adult with children,560,18-24,2019,NA
More than one adult with children,560,18-24,2021,NA
More than one adult with children,560,18-24,2022,NA
More than one adult with children,560,18-24,2023,NA
More than one adult with children,560,25-44,2000,200
More than one adult with children,560,25-44,2001,NA
More than one adult with children,560,25-44,2002,276
More than one adult with children,560,25-44,2003,NA
More than one adult with children,560,25-44,2004,NA
More than one adult with children,560,25-44,2005,245
More than one adult with children,560,25-44,2006,1033
More than one adult with children,560,25-44,2007,56
More than one adult with children,560,25-44,2008,158
More than one adult with children,560,25-44,2009,756
More than one adult with children,560,25-44,2010,1715
More than one adult with children,560,25-44,2011,316
More than one adult with children,560,25-44,2012,1039
More than one adult with children,560,25-44,2013,1159
More than one adult with children,560,25-44,2014,1377
More than one adult with children,560,25-44,2015,1100
More than one adult with children,560,25-44,2016,202
More than one adult with children,560,25-44,2017,418
More than one adult with children,560,25-44,2018,396
More than one adult with children,560,25-44,2019,427
More than one adult with children,560,25-44,2021,391
More than one adult with children,560,25-44,2022,509
More than one adult with children,560,25-44,2023,1157
More than one adult with children,560,45-64,2000,246
More than one adult with children,560,45-64,2001,NA
More than one adult with children,560,45-64,2002,NA
More than one adult with children,560,45-64,2003,760
More than one adult with children,560,45-64,2004,NA
More than one adult with children,560,45-64,2005,173
More than one adult with children,560,45-64,2006,716
More than one adult with children,560,45-64,2007,249
More than one adult with children,560,45-64,2008,241
More than one adult with children,560,45-64,2009,211
More than one adult with children,560,45-64,2010,976
More than one adult with children,560,45-64,2011,413
More than one adult with children,560,45-64,2012,587
More than one adult with children,560,45-64,2013,1115
More than one adult with children,560,45-64,2014,2110
More than one adult with children,560,45-64,2015,429
More than one adult with children,560,45-64,2016,216
More than one adult with children,560,45-64,2017,177
More than one adult with children,560,45-64,2018,277
More than one adult with children,560,45-64,2019,469
More than one adult with children,560,45-64,2021,454
More than one adult with children,560,45-64,2022,171
More than one adult with children,560,45-64,2023,1333
More than one adult with children,560,65 and over,2000,NA
More than one adult with children,560,65 and over,2001,NA
More than one adult with children,560,65 and over,2002,NA
More than one adult with children,560,65 and over,2003,NA
More than one adult with children,560,65 and over,2004,NA
More than one adult with children,560,65 and over,2005,NA
More than one adult with children,560,65 and over,2006,NA
More than one adult with children,560,65 and over,2007,NA
More than one adult with children,560,65 and over,2008,NA
More than one adult with children,560,65 and over,2009,NA
More than one adult with children,560,65 and over,2010,NA
More than one adult with children,560,65 and over,2011,79
More than one adult with children,560,65 and over,2012,NA
More than one adult with children,560,65 and over,2013,NA
More than one adult with children,560,65 and over,2014,110
More than one adult with children,560,65 and over,2015,NA
More than one adult with children,560,65 and over,2016,NA
More than one adult with children,560,65 and over,2017,NA
More than one adult with children,560,65 and over,2018,NA
More than one adult with children,560,65 and over,2019,81
More than one adult with children,560,65 and over,2021,45
More than one adult with children,560,65 and over,2022,NA
More than one adult with children,560,65 and over,2023,NA
More than one adult with no children,560,25-44,2000,86
More than one adult with no children,560,25-44,2001,NA
More than one adult with no children,560,25-44,2002,NA
More than one adult with no children,560,25-44,2003,NA
More than one adult with no children,560,25-44,2004,183
More than one adult with no children,560,25-44,2005,65
More than one adult with no children,560,25-44,2006,105
More than one adult with no children,560,25-44,2007,569
More than one adult with no children,560,25-44,2008,NA
More than one adult with no children,560,25-44,2009,NA
More than one adult with no children,560,25-44,2010,136
More than one adult with no children,560,25-44,2011,NA
More than one adult with no children,560,25-44,2012,NA
More than one adult with no children,560,25-44,2013,NA
More than one adult with no children,560,25-44,2014,NA
More than one adult with no children,560,25-44,2015,280
More than one adult with no children,560,25-44,2016,NA
More than one adult with no children,560,25-44,2017,NA
More than one adult with no children,560,25-44,2018,NA
More than one adult with no children,560,25-44,2019,NA
More than one adult with no children,560,25-44,2021,51
More than one adult with no children,560,25-44,2022,150
More than one adult with no children,560,25-44,2023,252
More than one adult with no children,560,45-64,2000,108
More than one adult with no children,560,45-64,2001,233
More than one adult with no children,560,45-64,2002,229
More than one adult with no children,560,45-64,2003,NA
More than one adult with no children,560,45-64,2004,460
More than one adult with no children,560,45-64,2005,265
More than one adult with no children,560,45-64,2006,346
More than one adult with no children,560,45-64,2007,175
More than one adult with no children,560,45-64,2008,364
More than one adult with no children,560,45-64,2009,156
More than one adult with no children,560,45-64,2010,127
More than one adult with no children,560,45-64,2011,136
More than one adult with no children,560,45-64,2012,115
More than one adult with no children,560,45-64,2013,370
More than one adult with no children,560,45-64,2014,32
More than one adult with no children,560,45-64,2015,184
More than one adult with no children,560,45-64,2016,240
More than one adult with no children,560,45-64,2017,430
More than one adult with no children,560,45-64,2018,900
More than one adult with no children,560,45-64,2019,210
More than one adult with no children,560,45-64,2021,367
More than one adult with no children,560,45-64,2022,223
More than one adult with no children,560,45-64,2023,204
More than one adult with no children,560,65 and over,2000,45
More than one adult with no children,560,65 and over,2001,NA
More than one adult with no children,560,65 and over,2002,NA
More than one adult with no children,560,65 and over,2003,393
More than one adult with no children,560,65 and over,2004,763
More than one adult with no children,560,65 and over,2005,NA
More than one adult with no children,560,65 and over,2006,214
More than one adult with no children,560,65 and over,2007,65
More than one adult with no children,560,65 and over,2008,183
More than one adult with no children,560,65 and over,2009,60
More than one adult with no children,560,65 and over,2010,151
More than one adult with no children,560,65 and over,2011,109
More than one adult with no children,560,65 and over,2012,149
More than one adult with no children,560,65 and over,2013,538
More than one adult with no children,560,65 and over,2014,275
More than one adult with no children,560,65 and over,2015,126
More than one adult with no children,560,65 and over,2016,NA
More than one adult with no children,560,65 and over,2017,NA
More than one adult with no children,560,65 and over,2018,691
More than one adult with no children,560,65 and over,2019,95
More than one adult with no children,560,65 and over,2021,119
More than one adult with no children,560,65 and over,2022,263
More than one adult with no children,560,65 and over,2023,179
One adult with children,560,25-44,2000,NA
One adult with children,560,25-44,2001,NA
One adult with children,560,25-44,2002,NA
One adult with children,560,25-44,2003,NA
One adult with children,560,25-44,2004,NA
One adult with children,560,25-44,2005,NA
One adult with children,560,25-44,2006,23
One adult with children,560,25-44,2007,NA
One adult with children,560,25-44,2008,NA
One adult with children,560,25-44,2009,NA
One adult with children,560,25-44,2010,65
One adult with children,560,25-44,2011,NA
One adult with children,560,25-44,2012,NA
One adult with children,560,25-44,2013,75
One adult with children,560,25-44,2014,78
One adult with children,560,25-44,2015,NA
One adult with children,560,25-44,2016,NA
One adult with children,560,25-44,2017,NA
One adult with children,560,25-44,2018,NA
One adult with children,560,25-44,2019,NA
One adult with children,560,25-44,2021,NA
One adult with children,560,25-44,2022,NA
One adult with children,560,25-44,2023,NA
One adult with children,560,45-64,2000,NA
One adult with children,560,45-64,2001,NA
One adult with children,560,45-64,2002,NA
One adult with children,560,45-64,2003,188
One adult with children,560,45-64,2004,NA
One adult with children,560,45-64,2005,NA
One adult with children,560,45-64,2006,NA
One adult with children,560,45-64,2007,NA
One adult with children,560,45-64,2008,138
One adult with children,560,45-64,2009,NA
One adult with children,560,45-64,2010,157
One adult with children,560,45-64,2011,87
One adult with children,560,45-64,2012,NA
One adult with children,560,45-64,2013,81
One adult with children,560,45-64,2014,159
One adult with children,560,45-64,2015,NA
One adult with children,560,45-64,2016,NA
One adult with children,560,45-64,2017,73
One adult with children,560,45-64,2018,NA
One adult with children,560,45-64,2019,NA
One adult with children,560,45-64,2021,NA
One adult with children,560,45-64,2022,NA
One adult with children,560,45-64,2023,NA
One adult with children,560,65 and over,2000,NA
One adult with children,560,65 and over,2001,NA
One adult with children,560,65 and over,2002,NA
One adult with children,560,65 and over,2003,NA
One adult with children,560,65 and over,2004,NA
One adult with children,560,65 and over,2005,NA
One adult with children,560,65 and over,2006,NA
One adult with children,560,65 and over,2007,NA
One adult with children,560,65 and over,2008,NA
One adult with children,560,65 and over,2009,NA
One adult with children,560,65 and over,2010,NA
One adult with children,560,65 and over,2011,NA
One adult with children,560,65 and over,2012,NA
One adult with children,560,65 and over,2013,NA
One adult with children,560,65 and over,2014,NA
One adult with children,560,65 and over,2015,NA
One adult with children,560,65 and over,2016,NA
One adult with children,560,65 and over,2017,NA
One adult with children,560,65 and over,2018,NA
One adult with children,560,65 and over,2019,NA
One adult with children,560,65 and over,2021,NA
One adult with children,560,65 and over,2022,NA
One adult with children,560,65 and over,2023,76
One adult with no children	,560,25-44,2000,21
One adult with no children	,560,25-44,2001,NA
One adult with no children	,560,25-44,2002,NA
One adult with no children	,560,25-44,2003,NA
One adult with no children	,560,25-44,2004,NA
One adult with no children	,560,25-44,2005,NA
One adult with no children	,560,25-44,2006,NA
One adult with no children	,560,25-44,2007,NA
One adult with no children	,560,25-44,2008,115
One adult with no children	,560,25-44,2009,NA
One adult with no children	,560,25-44,2010,230
One adult with no children	,560,25-44,2011,NA
One adult with no children	,560,25-44,2012,NA
One adult with no children	,560,25-44,2013,NA
One adult with no children	,560,25-44,2014,119
One adult with no children	,560,25-44,2015,NA
One adult with no children	,560,25-44,2016,NA
One adult with no children	,560,25-44,2017,NA
One adult with no children	,560,25-44,2018,NA
One adult with no children	,560,25-44,2019,NA
One adult with no children	,560,25-44,2021,NA
One adult with no children	,560,25-44,2022,NA
One adult with no children	,560,25-44,2023,NA
One adult with no children	,560,45-64,2000,27
One adult with no children	,560,45-64,2001,NA
One adult with no children	,560,45-64,2002,NA
One adult with no children	,560,45-64,2003,NA
One adult with no children	,560,45-64,2004,NA
One adult with no children	,560,45-64,2005,NA
One adult with no children	,560,45-64,2006,NA
One adult with no children	,560,45-64,2007,37
One adult with no children	,560,45-64,2008,51
One adult with no children	,560,45-64,2009,185
One adult with no children	,560,45-64,2010,134
One adult with no children	,560,45-64,2011,NA
One adult with no children	,560,45-64,2012,61
One adult with no children	,560,45-64,2013,121
One adult with no children	,560,45-64,2014,424
One adult with no children	,560,45-64,2015,NA
One adult with no children	,560,45-64,2016,111
One adult with no children	,560,45-64,2017,NA
One adult with no children	,560,45-64,2018,NA
One adult with no children	,560,45-64,2019,NA
One adult with no children	,560,45-64,2021,301
One adult with no children	,560,45-64,2022,NA
One adult with no children	,560,45-64,2023,107
One adult with no children	,560,65 and over,2000,6
One adult with no children	,560,65 and over,2001,239
One adult with no children	,560,65 and over,2002,NA
One adult with no children	,560,65 and over,2003,NA
One adult with no children	,560,65 and over,2004,NA
One adult with no children	,560,65 and over,2005,NA
One adult with no children	,560,65 and over,2006,NA
One adult with no children	,560,65 and over,2007,278
One adult with no children	,560,65 and over,2008,79
One adult with no children	,560,65 and over,2009,NA
One adult with no children	,560,65 and over,2010,NA
One adult with no children	,560,65 and over,2011,NA
One adult with no children	,560,65 and over,2012,200
One adult with no children	,560,65 and over,2013,81
One adult with no children	,560,65 and over,2014,NA
One adult with no children	,560,65 and over,2015,107
One adult with no children	,560,65 and over,2016,33
One adult with no children	,560,65 and over,2017,NA
One adult with no children	,560,65 and over,2018,65
One adult with no children	,560,65 and over,2019,330
One adult with no children	,560,65 and over,2021,NA
One adult with no children	,560,65 and over,2022,113
One adult with no children	,560,65 and over,2023,397
More than one adult with children,570,25-44,2000,213
More than one adult with children,570,25-44,2001,430
More than one adult with children,570,25-44,2002,304
More than one adult with children,570,25-44,2003,NA
More than one adult with children,570,25-44,2004,541
More than one adult with children,570,25-44,2005,636
